Checker,Annotaions,Comments,ReactCount,ReplyCount
,6,নোবেলকে কাউপলা কচা দিয়ে গোটা দশেক ওছানি দিলে সব ঠিক হয়ে যাবে।,2,
,6,পাগলের প্রলাপ!!!!,1,
,6,আমি বুনোশুয়োর দেখি নাই কখনো তবে আমি বাংলাদেশের নোবেলকে দেখেছি,2,
,6,"এখন সবাই আপনাকে নিয়ে হাসাহাসি করবে এবং অনেকে অনেক কিছুই বলবে আপনি কি বললেন তার উত্তর কেউই দিবে না তাই বলি কি আমার কথা শোনেন আপনারি ভালো হবে, আপনি বরং পাবনা মানসিক হাসপাতালে গিয়ে কিছুদিন চিকিৎসা করে আসুন।",101,10 replies
,6,"সোজা গিয়ে ডানে তারপর বামে দিয়ে আবার সোজা গিয়ে ডানে একটা রাস্তা তারপর একটু বাঁকা গিয়ে বামে কয়েক মিনিট পর আবার আরেকটা বাঁক আছে তারপর বামে গিয়ে  লিখা আছে বড় করে ;"" পাবনা মানসিক হাসপাতাল"" ! ওখানেই চলে যান আর বের হবেন না ।",148,8 replies
,6,কোথায় আবার পাবনা গারদে  অইখানেই আজীবন থাইকা যান...অইডাই আপনার বেস্ট জায়গা...,13,1 reply
,6,চোদনের চর পঞ্চদশ পুর গ্রাম,188,16 replies
,6,মানসিক চিকিৎসালয়ে যাওয়ার রাস্তা ধরে এগিয়ে চলেছেন নোবেল ভাই,35,5 replies
,6,লাল চশমা লাল ব্যাগ দুটোই হরেক মাল ১০ টাকার দোকান থেকে কেনা মনে হয়!,52,6 replies
,6,কিরে তুই আমাগো তিস্তা ব্রিজে কি করস তোর ঠ্যেং ভাইজ্ঞা হাতে ধরায় দিমু,30,7 replies
,6,যদি তোর ডাক শুনে কেউ না আসে তবে ব্রিজের নিচে লাফ দেন,19,5 replies
,6,"যদি তর ডাক শুনে কেউ না আসে তাইলে বুজতে হবে তহ তরে কেউ পাত্তা দেয় না, এখানে পড়ে মরে যাও",24,7 replies
,6,"তরে যারা লাভ রিয়্যাক্ট দেয়,তাদের রুচিবোধ নিয়া আমার বেজায় সন্দেহ",30,10 replies
,6,ব্রিজ থেকে লাফ দিয়ে পরে মরে যা বাল,28,1 reply
,6,"আমার এক্সের সেইম জায়গায় একটা পিক আছে, হের কথা মনে কইরা আফনের পাছায় আল্লার নামে একটা লাত্থি দিলাম স্যার, বিয়াদবি নিবেন না ইয়য়ায়ায়া ডিসুউউউমম",29,2 replies
,6,তোর ডাক শোনার জন্যে আর কোন গাধা বাইচা নাইরে কলিজার টুকরা।,17,1 reply
,6,পাবনা মানসিক হাসপাতাল যান ভাই।ঔটাই আপনার যোগ্য স্থান।দয়া করে ঔখানেই যান।আপনার মানসিক চিকিৎসার দরকার। না হলে আপনাকে জনগন ধরে ক্যালানি দিয়ে চিড়িয়াখানায় দিয়ে আসবে।,14,
,6,তবে একলা মরো রে।,26,
,6,"তুই কই জাবি তা আমরা কেবা করে কব?   এমন ভাব নিলি, সব সময় যেমন আমাগো কথায় ঘর থেক বের হস।",19,
,6,"তুই সারেগামাপা ইন্ডিয়ার মাল ইন্ডিয়া চলে যা, দেশের মানুষ অন্তত শান্তি পাবে।",14,
,6,দিনাজপুর আয়। তোরে হিলি বর্ডারে ফেন্সি খাওয়ানোর লোভ দেখিয়ে নিয়ে গিয়ে বিজিবি অথবা বিএসএফ এর হাতে তুইলা দেই। তোর মত পাগল চোদার ওস্তাদ ওরা,53,5 replies
,6,তোর ডাক শুনে আসবে এমন পাগল পাবনার পাগলাগারদেও নাই,14,
,6,"পাবনা থেকে এসেও বলছো কোথায় যাওয়া যায়!! বুঝা গেছে ডিপ্রেশন এর সর্বোচ্চ পর্যায়ে চলে গেছ!!   নাসার কাছে যাও আমি বলে দিচ্ছি,  তোমাকে যেন কোন এক রকেট এর পুন্দে পেরাগ মেরে মহাকাশে ছেড়ে দেয়।",8,
,6,ট্রেন টা কেন তোর উপর দিয়ে যাই নাহ্,17,4 replies
,6,পুনরায় পাবনা যা। আর গিটার পিছনে নিয়ে ঘুরবি না। মানায় না৷,8,1 reply
,6,চাপার হাট,14,1 reply
,6,তর মত পাগলের ডাকে সারা দিব কে,9,
,6,তোর ডাক শুনে কেউ আসবে না,8,
,6,পাগলের ডাক শুনে কেউই আসবে না,14,
,6,কুতুবদিয়া বেড়িবাঁধে গিয়ে পড়ে থাক ভাই।,12,2 replies
,6,এরপর তুই পাগলাগারদে যা ভাই,12,
,6,আরে আরে কোথায় যাচ্ছ আমাকে তো নিয়ে যাও নুনুবেল ভাইয়া,14,2 replies
,6,"এবার ঘরে ফিরে যা, নইলে কুষ্টিয়া যাইয়া শার্ট যেমনে ছিড়ছোস তেমনি এ স্যান্ডেল জোড়াও ছিঁড়বে ফহিন্নি,,,,",8,2 replies
,6,তর ডাকে অসবেও না,12,3 replies
,6,"তুই একটু বরিশাল আয় ভাই, তোরে আপ্যায়ন করার জন্য আমার হাতটা চুলকাচ্ছে",13,4 replies
,6,তুই বাগানে যা।তুই যা করছিস রে ভাই তাতে তোরে কেউ আর ভালোই জানে না।মানুষকে সম্মান করতে হয়,5,
,6,"এরপর কোন চিড়িয়াখানাতে যাও, তোমার অনেক বন্ধু আছে",13,1 reply
,6,পাগলা গারদে যা শালা,11,
,6,তোর ডাক শুনে কেউ আসবে না তোকে একা যেতে হবেএইবার পাবনা মেন্টাল হাসপাতাল থেকে একটু ঘুরে আয়,8,1 reply
,6,আপনে না মরবেন কোইছিলেন ভাই!তাড়াতাড়ি যান ভাই আবার জন্ম নিতে পারবেন নতুন করে।এইভাবে পাগল করে থাকার চাইতে না থাকায় ভালো।খুব কষ্ট হয় আপনারে দেখলে।,10,
,6,এখান থেকে লাফ দিয়ে পরে যাওয়া যায়,10,2 replies
,6,খ তে খানকির পো তে পোলা কিশোরগঞ্জ আয়,12,3 replies
,6,যদি তোর ছাগলামি দেখে কেউ না হাসে তবে একলা হাসো রে,6,
,6,তুই আবার পাবনা যা।।,10,
,6,যদি তোর গাজার আসরে কেউ না আসে তবে একলা টানো রে,7,1 reply
,6,"ভাই তুই সব জায়গায় যা,,,শুধু ফরিদপুর আসিস'না,,। এখানে পুরান পাগলেই খাওন পাইতাছেনা,,,।",11,
,6,সাভার আয়! বোম্বাই মরিচের শরবত খাওয়ামু আয় ভাই!,7,
,6,তোর ডাকে কুত্তাও আসবে কিনা সন্দেহ আছে।,11,6 replies
,6,পারলে মাটির তলে হান্দায় যা,10,1 reply
,6,"যেখানেই যাস, যশোরে আসিস না, দোহাই লাগে তোর",5,1 reply
,6,সুন্দরবনে যা ভাই। বাঘেরা অনেক ক্ষুদার্থ অবস্থায় আছে।,8,
,6,পাগল এর ডাকে কেউ এমনি তেই যাবেনা,6,3 replies
,6,"ভাই তুই একটু পাথরঘাটায় আয়, হরিনবাড়িয়া নিয়া বান্দরের হাতে ছাইরা দিলে হোগার এক গাচ লোমও খুইজা পাবিনা মাদারের বাচ্চা",5,
,6,তুই একলাই চল ভাও।,5,
,6,তোর ডাক শুনে এসে মানুষ কি মরবে নাকি,10,1 reply
,6,মাদকাসক্তি নিরাময় কেন্দ্রে যা। নেশা করে মাথা নষ্ট না হইলে এইরকম প্যাথলজিক্যাল লায়ার আর এটেনশন সিকার হওয়া সম্ভব না।,5,
,6,বাম দিকে গোয়ামাড়া খাওয়ার রাস্তা আছে।চলে যেতে পারো জাদু।,4,
,6,ভাভা জাহান্নামে যা কিংবা নরকে যা বাট সিলেট এর নামই মুখে নিবি না বলে দিলাম,8,1 reply
,6,"আরে তোর ডাক শুনে যেহেতু কেউ আসিনি, তার জন্য কী সুইসাইড করতে হবে নাকি, আর বাল সুইসাইড করলে রেল লাইনের উপর দিয়ে হাট।যদি কিছু হয়। আর তোদের দেশের ট্রেন তো তোর মতো ভাঙ্গরি। তোরে দেখে কেন 2 কিলোমিটার দূরে দাঁড়িয়ে থাকলো।",5,
,6,আবার পাবনায় ফিরে যা ভাই ওটাই তুর জন্য পারফেক্ট জায়গা,5,
,6,পাগল ছাগল যে জায়গা মনে হয় যা কিন্তু মানিকগঞ্জ আসিস না....,10,1 reply
,6,"তোর দুহায় লাগে, হেমায়েতপুর ফিরে যা",5,
,6,"এরপর একলা চলতে চলতে গিয়ে রেলের নিচে মাথা দে, তাও একটা পাগল কমবেলাল চশমা,লাল ব্যাগ..নিজে যেমন ছাগল পছন্দও তেমন ছাগল মার্কা",5,3 replies
,6,পাবনা মানসিক হাসপাতাল তোমার জন্য পরবর্তী গন্তব্য হওয়া উচিত কারণ যদি তোমার আচার আচরণ এর কোন পরিবর্তন হয়।,4,2 replies
,6,যদি তোর ডাক শুনে কেউ না আসে,4,
,6,"ভেঙে যাবে গাড়,",3,
,6,"এভাবে তেজগাঁও রেলস্টেশনে হাটিস, কাপড় খুলে পাবনার ট্রেনে ওঠায়া দিবনি, বান্ঞ্চোদ",3,
,6,তোরে গালি দিলে আমার ফ্রেন্ডলিস্টের সবাই দেখে,4,5 replies
,6,"তোর ইচ্ছে হলে মঙ্গলগ্রহে যা, তবুও ভাই সিলেটে পা রাখিস না। পবিত্র ভূমিখানা অপবিত্র করে দিবি।",3,
,6,গোয়া মেরে ব্যাগ লাল করে দিসে কে তোরে?,10,
,6,উপজেলা প্রজনন কেন্দ্রে যা....,3,
,6,"বন্ধু তর ছবিগুলাও তর মত গোসল করে না মেলাদিন।সাবান দিয়া ডইল্লা গোসল কইরা পরে ছবি আপলোড দিস।পাবলিক খাবো।তর তো আবার খাওয়ানি দিয়া কথা।মুখ দিয়া,পিছ দিয়া খাওয়া দিয়া হইলো কথা।",4,
,6,আবার পাবনায় চলে যান অইখানে সবাই আপনাকে মিস করতেছে,10,1 reply
,6,আবার পাবনা চলে যান।ওটাই বেস্ট ছিল।,3,
,6,তোর ডাক শুনে কেউ আসবে না তুই একা  টয়লেটে গিয়ে  কমোটের ভিতর থেকে গু মল-মুত্র খেয়ে আয়,4,1 reply
,6,তোর আল্লাহর দুহায় লাগে ভাই বগুড়া আসিস না কারণ বগুড়ার মানুষ পাগল পিটাইতে খুব ভালবাসে,3,
,6,"ভাই তুই দয়া কইরা একটা লাফ দে, আর একটা রিকুয়েষ্ট সাঁতারের চেষ্টা করিস না। ট্রাস্ট মি এরপর খালি মজা আর মজা",8,
,6,পাকনামি বেশি করিছ না নুনুবেল,9,
,6,"ওরে শিট এইটা তো কুষ্টিয়ার ভেড়ামারার পরে পাবনার পাকশী (হার্ডিঞ্জ) ব্রিজ।রাজশাহী থেকে আসার সময় নেমেছিলি নিশ্চয়।ব্রিজ টাকে পুরা অশুদ্ধ বানায় দিলি, অসভ্য লুইচ্চা নোবেল।কতো বুদ্ধিমান ভাবতাম তোরে কিন্তু তুই তো পুরাই গনেশ।",4,
,6,দেখিস মদনা পাশের ট্রেন থেকে যেতে যেতে কেও গায়ে হিসু না করে দেয়!,8,1 reply
,6,তুই যেখানে ইচ্ছা সেখানে যা,4,2 replies
,6,তোরে সবাই এত অপমান করে তারপরো তোর চেহেরা মানুষর দেখাস কেন?,5,1 reply
,6,ডিম পারা মুরগী বিক্রি করে এমন বালের পোস্ট দেখবো ভাবতে পারি নি তাই মুরগী সুখে পাগল হয়ে এখন বিছানা থেকে লাফিয়ে আত্মহত্যার বৃথা চেষ্টা,2,
,6,আবার পাবনা চলে যা নোবেইল্লা,8,1 reply
,6,"এটা তো হার্ডিঞ্জ ব্রীজ,তুই বরং ট্রেন না আসা পর্যন্ত রেললাইনেই একটু অপেক্ষা কর ভাই !! তাহলে আর কষ্ট করে অন্য কোথাও যাওয়া লাগবে না !!",3,
,6,"দরকার হলে জাহান্নামে যাইস, তাও সিরাজগঞ্জ আসিস না।",9,4 replies
,6,নোবেল তুমি কি পাবনার ওষুধগুলো ঠিক মত খাচ্ছ..!!! ???,3,
,6,মন চাচ্ছে ত্রিশ কিলোমিটার দূর থেকে ঘন্টায় ষাট কিলোমিটার বেগে দৌঁড়ে এসে লাফ দিয়ে জোড় পায়ে মালটার পেছনে লাথি মেরে শুয়ে পড়ি,4,
,6,তারপর ব্রীজুত্তুন ওগ্গো লাফ দে,10,6 replies
,6,"একলা একলা পাবনা চইলা যা। কাউকে সাথে নেয়া লাগবে না। কারণ তুই বাংলাদেশের একমাত্র বা*পাকনা পাগল,ছেছরা",2,
,6,আরেকবার কুষ্টিয়া এসে দেখ...ঠ্যাং খোড়া করে দেব,4,
,6,"তোর নীড়ে (পাবনা, হেমায়েতপুর) যা।",8,
,6,"তোর ডাক শুনে এমনেও কেউ আসবে না, সব উলটা দৌড়ে পালাবে!!",3,
,6,নোবেল ভাই গাজা যদি গ্লাসে খেয়ে তৃপ্তি না মিটে জগের মূখে খাও ।তারপরও তার ছেঁড়া কথা বলে নিজেকে মানুষের কাছে ছোট করনা।,2,
,6,এই বার একেবারে পার্মানেন্টলি পাবনা চলে যান।,3,
,6,সোজা পাবনার রাস্তা ধরে এগিয়ে চলো,5,1 reply
,6,"আরেক বার পাবনার মানসিক হাসপাতাল  থেকে ঘুরে আসা যাক,,কি বলেন?",4,
,6,এরপর কই আর যাবেন সোজা যে রেলের রাস্তার নিচে খালটা আছে ওইটাই ঝাপ দেন,2,
,6,এট্টু বাগেরহাট আয় খালি,6,2 replies
,6,তোর ডাক শুনে কেউ আসবেও না । একলাই যা।,2,
,6,"আপনি একাই চলবেন আজীবন,পাগলের সাথে কে থাকে,আহারে সালসাবিল মেয়েটা",4,
,6,"মামা,ওইপাড়ে তামাক নিতে যাচ্ছো?",3,
,6,হেঁটে হেঁটে আমাদের ব্রাহ্মণবাড়িয়াতে চলে আসেন।তারপর কেলানি খেয়ে যান কিছু,3,
,6,হাফ লেডিসপাছা দেখায় ছবি তুলেকোত্থাও যাওয়া লাগবো নাডানে অথবা বামে ৫ কদম এগিয়ে ঝাপ দাওবাকিটা আল্লাহ ভরসা,3,1 reply
,6,"স্বপ্ন ছিল বড় হয়ে বোকাচোদা দেখব, সেই স্বপ্ন আজ পূরণ হলো।",8,
,6,ছোটভাই নেত্রকোনা আসো।গয়ানাথের বালিশ তোমার গো** দিয়ে ঢুকাবনে।,7,
,6,ভাই তোর জন্য পাবনাই পারফেক্ট..আর ঔখানে ভালো না লাগলে নাঙ্গলকোট যেতে পারিস..দুই জায়গার চিকিৎসাই ভালো,3,3 replies
,6,"এহেন তে লাফ দে , গু খা , মুত খা , কুত্তার গু মুত খা,  তোর গু খা তোর মুত খা",1,
,6,উল্টো করে শুয়ে থাক যা করার ট্রেন এসে করবে এবং তোমাকে নিয়ে  যেখানে  যাওয়ার দরকার (দোজখ))    সেখানে  নিয়ে যাবে,2,
,6,"ভাই আর যেখানে যাবি যা,চট্টগ্রাম এ আসিস নাহ,চট্টগ্রাম এ তুর মত পাগলের দরকার নাই,আসলে একদম টেং ভাংগি রাহি দিয়ম",2,
,6,"তোর মতো আবালের ডাক শুনে কেউ আসবে না । সেটা আমি আগে থেকেই জানি,,,, তাই তুই রেললাইনে চাপা পরে মর",3,
,6,ব্রীজের উপর আছেন তো?এরপর নদীতে ঝাপ দেন প্লিজ আরো দুপুর বেলায় জ্বীনে তো ধরছিলোই,3,
,6,চুপিচুপি এক ধাক্কা জলের মধ্যে ফেলে দেবো.,2,
,6,যেখানে যাবি যা আর ফিরে আসিস না তোর ফেসবুক পেইজে,8,1 reply
,6,একলা চলে ট্রেনের নিচে চাপা পড়ে মরে যা তুই,8,3 replies
,6,"তুই বান্সুদ প্রয়োজন উগান্ডা যা অথব আফ্রিকা যা অথবা এমাজন যা কিবা এ্যান্টারকটিকা যা, তবুও বাংলাদেশ ছেড়ে, যা",1,
,6,পাবনায় চলে যান ভাই,7,1 reply
,6,জাহান্নামে যাও ভাই,8,
,6,ভূলেও যেনো কুমিল্লার আশেপাশে আসিস না ভাই,2,
,6,অনেক দিন পরে একটা কমেন্ট করলাম ষাঁড়,7,
,6,"রতনে রতন চিনে,,আর শুয়োরে চিনে কচু।।",119,7 replies
,6,"মানিকে মানিক চেনে,সুয়োরে চেনে কচু",50,4 replies
,6,"আপনাদের মতো মানুষজন ""স্ট্রাগল"" শব্দটারই জাত মেরে দিসে!",61,6 replies
,6,এই শাওয়া আর কয়বার দেখব।এবার তো ভাই অফ যাও,32,2 replies
,6,"রতনে রতন চেনে,শুয়োরে চেনে কচু।(2)",14,1 reply
,6,যে যেমন সে চেনেও তেমনকিচ্ছু বলার নেই,9,
,6,কচু।,40,6 replies
,6,কুকুর সব সময় জনসম্মুখে রাস্তাঘাটে মিলন করে এই কুকুরের জট লাগা ছুটাইতে হলে পাবলিকে বাঁশ দিয়ে বারি দিতে হয়।,6,
,6,এক কানকে মাগে আরেক চুত্মারানির গুনগান গায়। এটা স্বাভাবিক যার অবস্থা যেমন তার সাপোর্টার তেমন,8,
,6,জাতে কান্দে জাতের লাইগ্গে কুত্তা কান্দে ভাতের লাইগ্গে,13,2 replies
,6,"তুমি স্ট্রাগল করে হয়েছো দেশ ছাড়া,",8,1 reply
,6,মেলায় হারিয়ে যাওয়া দুই বোন,4,1 reply
,6,একজন ভালো গুরু পেয়েছো পরি । এভাবেই লেগে থাকো একদিন তসলিমা নাসরিন হবা।,10,1 reply
,6,তসলিমা নাসরিন,10,1 reply
,6,রতনে রতন চিনে! দুইজনেই স্বনামধন্য চামডার সফল ব্যবসায়ী! রানু মন্ডলের পক্ষ্য হতে শুভেচ্ছা রইলো,6,
,6,রতনে রতন চেনে। বুনোই চেনে কচু।,11,1 reply
,6,রতনে রতন চেনে শুয়োরে চেনে কচুআসলে পরীমনি প্রতিরাতে অনেক স্ট্রাগল করছে ৪-৫ জনের সাথে সে একাই লড়াই চালিয়ে  যাচ্ছে,6,1 reply
,6,একি বৃত্তের দুইটা ফুল,10,1 reply
,6,সাংবাদিক ইলিয়াস আলী আরো আগেই পরি না ভরিকে নিয়ে একটা প্রতিবেদন তৈরি করেছে এবং ঐ প্রতিবেদনে বলেছেন যে পরি কতটা বেস্যা আর লুচ্ছা বেয়াদব বদমাইস ঐ ভিড়িওটা দেখলে এখন আর ঐ বদমাইসকে নিয়ে কথা বলার দরকার নেই।,5,
,6,"আপায় বুঝতে পারছে মেয়েটার দুঃখ। ছোটবেলা থেকে কত কষ্টই না করছে মেয়েটা। প্রথমে ইরি ক্ষেত, তার পর পাট খেতে কামলা দিয়া ঢাকা শহর আইলো তারপরও মানুষের বাসায় কামলা দিয়া। নায়িকা হইল এটা চাট্টিখানি ব্যাপার না।কতো গাম,কতো রক্তের বিনিময়ে আজ সে পরী।পরীর মত মেয়েরাই পারে এগুলো।",4,
,6,সব নির্লজ্জ বেহায়া সবগুলা একজোট হয়েছে দেখছি!!,6,5 replies
,6,"রতনে রতন চিনে, শুয়োরে চিনে কচু",9,
,6,"কুকুরের কাজ কুকুর করেছে,কামর দিয়েছে পায়,তাই বলে কি কুকুরকে কামড়ানো মানুষের সোভা পায়, কুকুর তো কুকুরের  কথাই বলবে,কারন দুজনই একই পথের পথিক।",3,
,6,বারোভাতারির সাক্ষ্যি তেরো ভাতারি,7,1 reply
,6,বোনের  কষ্ট  বোন ছাড়া আর কে বুঝবে???  বড় বোন struggle করতে করতে ক্লান্ত  হয়ে এবার struggle এর মহান দায়িত্বটা ছোটবোনকে দিয়েছে।,3,
,6,"কেবল ভবিষ্যৎ তসলিমা নাসরিনই তার উত্তরাধিকারি কে দেখতে পেয়ে এমন অতুলনীয় কথা বলেছেন,,তবে পরির ভবিষ্যৎ মিয়া খ*** এর একটা আচরণ ইতিমধ্যে গণমাধ্যমে প্রকাশ পেয়েছে,,আমরা আনন্দিত নিজ দেশিয় কোয়ালিটি সম্পন্ন p***স্টার পেয়ে",5,
,6,"দুই টাই গাই,,সুধু মানুষরে দেয়,,",8,3 replies
,6,চেহারা আর চরিত্রে দুইজনের ই সমান মিল আছে,3,
,6,"হ ঠিকআছে, রতনে রতন চিনে",8,2 replies
,6,"মানিকে মানিক চেনে, আর শুয়ারে চেনে ঘেচু!",11,
,6,কথায় আছে না রতনে রতন চিনে আর জানোয়ারে চিনে কচু কথাটা বাস্তব।,8,3 replies
,6,"যে যেমন তার রুচিবোধও তেমন, আর তেমন মানুষকেই সে সমর্থন করে..!",7,1 reply
,6,যে যেমন সে তেমনটাই চিনে নিতে ভুল করে না,3,
,6,মুভি প্রতি আপনার বাজেট কতো? সবচেয়ে বেশি টাকা নেয়া সাকিবের এত টাকা নাই যতটা আপনার আছে এত টাকা আসে কই থেকে?,4,
,6,"মানিকে যেমন রত্ন চিনে ঠিক তেমনি শুয়োরে চিনে কচু,তাসলিমা আর পরিমনি দুইটাই(..........)থাক কিছু বললাম না",2,2 replies
,6,তুইও তার মত দুশ্চরিত্রা,9,1 reply
,6,"মানিকে মানিক চিনে,আর শুকরে চিনে কচু।",7,1 reply
,6,এক পাগলে আরেক পাগলের সুনাম করে,7,2 replies
,6,স্ট্রাগলে রুপের ঝলকই ছিল প্রধান হাতিয়ার।,3,
,6,"দুইজনই একই ক্যাটাগরির, তাই নিজ গোষ্ঠীর প্রশংসায় গা ভাসাবে এটাই স্বাভাবিক",4,
,6,তাসলিমা নাসরীন ত প্রংসা করবেই কারন তিনিই একি দলের মানুষ,8,
,6,"প্রথম দিকে একটু কষ্ট হয়েছে । পরে মানুষের যাতায়াতের আধিক্যতার কারণে, সরু রাস্তাটি বড়ো হয়ে যায় । এভাবেই, আস্তে আস্তে কঠিন জীবনকে পিছনে ফেলে এসে, আজকের এই পরী । তবে, পরী আপুর কাছে একটা আবেদন থাকবে, আপনার ইনকামের ৫% বিখারিণী তসলিমা নাসরিনকে দেবেন ।",8,1 reply
,6,"যোগ্য ব্যক্তির প্রশংসা যে যোগ্য ব্যক্তিই করে আবারও প্রমাণিত হলো ধন্যবাদ ""নর্দমার কিটগুলা""",7,
,6,"সময় তা এখন তোমার,  দেখো শেষ বয়সে যেনো আবার প্রধান মন্ত্রী কাছে চিকিৎসা জন্য হাত পাঠা না লাগে।",2,
,6,"পৃথিবীতে উদিয়মান একই ক্যাটাগরীর ৪ জন নারী, যারা অধিক পরিশ্রম করে আজ সফল আমি ৭১ টিভিকে অনুরোধ করবো এই ৪ জন নারীকে টকশোতে এনে সফলতার গল্প শুনান,, যথাক্রমে তারা হলো",4,
,6,তসলিমা খালার উত্তরসূরী আমাদের   আপা।,3,7 replies
,6,তসলিমা নাসরিন এমন এক এস্ক্যারাব মাল যা ভাঙ্গাড়ির দোকানেও বিকায় না।,3,1 reply
,6,যে যে পেশা নিয়ে ব্যস্ত সে কখনও তার পেশাদার সহকর্মীকে চিনে নিতে ভুল করার কথা নয়!,2,
,6,মেলাই হারিয়ে যাওয়া দুই বোন,6,
,6,আচ্ছা বইন তোর কি লজ্জা লাগেনা তাসলিমার মতো একটা বেয়াদবের মুখের কথা তুই তোর পেইজ এ দেস তারপর লোকজনের এত গালাগালির পরওনাকি তোরা এক গোয়ালের গাভী বলে এগুলো দেস,2,
,6,আমার চোখেও সেক অনেক পরিশ্রমী ব্যক্তি..... কখনো দুবাই কখনো সিঙ্গাপুর  অনেক দৌড়াতে পারে মেয়েটা,4,4 replies
,6,"বেয়াদবের প্রসংশা বেয়াদবেই করে,,,,।",6,
,6,"তোর নিজের বেইল নাই,",4,2 replies
,6,"মানুষ যে কতো বড় বেহায়া আর লজ্জাহীন হতে পারে , তার প্রমান এই সমাজেই আছে ।",8,1 reply
,6,"রতনে রতন চিনে, আর শুয়োরে চেনে কচু",7,
,6,মানিকে মানিক চিনে.একটা পাইজামা আর একটা ফতুয়া একটার ও পকেট নেই.,7,1 reply
,6,কিছু বল্লাম না কারণ অনেক আত্মীয়-স্বজন এড আছে তাই একটা কথা বলে গেলাম রতেনে রতন চিনে মানিকে মানিক চিনে,2,
,6,একই গোয়ালের গাভী তাই দুইজনই দুইজনকে চিনতে পারছে । আহারে কি দরদ,2,
,6,"কথায় বলে ""রতনে রতন চেনে শুয়োরে চেনে কচু """,6,
,6,তসলিমা ত মনে কর এখন বুরা হয়েগেছে তেমন একটা চলে না! পরীমণি তরে দিয়ে নতুন জাল বসানোর পায়দা করতেছে তুই একটু সাবধানে থাকিস।।,2,
,6,"উল্টা পাল্টা কিছুই বলতে পারিনা আত্মীয় স্বজনেরা দেখবে বলে, তবে মনে মনে অনেক কিছুই বলে গেলাম, যে যেমন তার পক্ষ নিবে তেমনি একজন।",1,
,6,কথায় আছে মানিকে মানিক চেনে,1,
,6,তসলিমা নাসরিন নিজের মনের কথা বলেছেন / তসলিমা নাসরিনের চরিত্র / ফুলের মত পবিত্র / তাই তিনি পরি মনি র চরিত্র ফুলের মত পবিত্র বলেছেন / পরি মনি ভালো মনের মানুষ কোনো সন্দেহ নেই / তবে তসলিমা নাসরিনের মতো বহুগামী পুরুষের পছন্দ করেন কিনা জানি না / বিবাহবন্ধন ছ…,1,
,6,"ইশ এই নিউজটা যদি খাওয়ার আগে দেখতাম তাও এই অসময়ে মুখ ভরে বমি টা হতো না,কেবল খাওয়া-দাওয়া শেষ করলাম ,,আর এই বালের নিউজ দেখে বমি শুরু হলো",2,
,6,তসলিমা যাকে কিনা এই দেশ থেকে বের করে দেয়া হয়েছে সেই মহিলার মন্তব্য কে নিজের পেজে দিয়ে নিজের ই দাম কমালেন এদের দুজনেরই মানুষের সমালোচনায় থাকার শখ নিজের মূল্যবান সময় এই ফালতু গুলার কাজ দেখে নষ্ট না করাই ভালো,,
,6,দুটাই এক গুয়ালের গাভী।।,1,
,6,মুরগি মুরগিকেই চিনবে,9,
,6,"দুজনেই দোকানদার,",1,
,6,"দুইটাই দুই দেশের সেরা ব্যাটসম্যান,,,, একটা এপার বাংলায় আর একটা ওপার বাংলার।",2,1 reply
,6,"আমি সাংবাদিক হলে এভাবে হেডিং করতাম ""সভাপতির প্রশংসায় ভাসছেন সাধারণ সম্পাদক """,1,
,6,তুদের জন্য সুখবর আছে আচ্ছা পরে বলতেছি  দুজনের চেহারা মিল আছে,1,3 replies
,6,শালির ঘরের শালি,7,
,6,"কুরবানীর ঈদ ছাড়াও বাংলাদেশকে শিল্প সচল রাখতে এই দুই মহিয়সি নারীর উদ্বোগকে সাধুবাদ জানাই, দেশের চামড়া শিল্পের অগ্ৰগতিতে এদের ভূমিকা অপরিসীম",1,
,6,জি তাকে দেখার জন্য কিছু দিন পরে আমাদের vpn  use করা লাগবো,8,2 replies
,6,"অতি লম্বে তসলিমা নাসরীন কে দেশে আনা হক,, কারন দেশে না আনলে দেশের অনেক খতি হবে, বয়ানে পরি মনি",1,
,6,তাসলিমা নানি ওরে আপনার দলে নিয়ে নেন মেয়েটা অনেক অসহায় সবাই খালি টাকা দিয়ে খনিকের জন্য নেয় পারমেন্ট কেউ করে না দুঃখ আমার,,
,6,তসলিমা নাসরিন & পরীমণি মেলায় হারিয়ে যাওয়া দুই বোন।,6,4 replies
,6,তসলিমা নাসরিন যদি এই কথা গুলো বলে থাকে তাহলে তুমি একদম ভালো নই গো মামনি।তুমাকে আমি সাপোর্ট করতাম কিন্তু আজ থেকে তুমাকে ওই বেয়াদবের সঙ্গে অপকর্মে নিংরমিতে বিদস্ত বলে মনে হচ্চে।যে তাসলিমা ১০০ পুরুষের সঙ্গে শয্যাশায়ী হতে ইচ্ছুক সেই নারী সঙ্গে তুমি ও বায…,,
,6,নিজে একা কস্ট পাবেন তাও শয়তান এর থেকে সিমপেথি নিবেন না। পরে বাশ খাবেন৷  খাচ্ছেন ও।,3,1 reply
,6,যেমন কুকুর তেমন তার মুগুর,1,
